Company,Image,employerprofile_employerrating_lq_zl,jobcard_seolink_r4hue_URL,Title,Location,Salary,Description,Salary1,mlxsm,Description2,dflex
Vertex Pharmaceuticals4.3 ★,https://media.glassdoor.com/sql/2080/vertex-pharmaceuticals-squarelogo.png,4.3 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-vertex-pharmaceuticals-JV_KO0,21_KE22,44.htm?jl=1008877967714",Senior Data Scientist,"Boston, MA",$119K - $161K (Glassdoor est.),Our enterprise-wide data science team is looking for an experienced data scientist with a passion for addressing business needs through data analysis and……,(Glassdoor est.),,data,30d+
General Dynamics Information Technology4 ★,https://media.glassdoor.com/sql/18661/general-dynamics-information-technology-squarelogo-1554375279114.png,4 ★,"https://www.glassdoor.com/job-listing/tss-data-scientist-general-dynamics-information-technology-JV_KO0,18_KE19,58.htm?jl=1008933235057",TSS Data Scientist,Texas,,Leverage large sets of structured and unstructured data to develop tools and techniques for robust data analysis. HOW A DATA SCIENTIST WILL MAKE AN IMPACT.…,,,data,4d
Lawboss3.4 ★,https://media.glassdoor.com/sql/1544589/uvalle-law-firm-squarelogo-1592405232725.png,3.4 ★,"https://www.glassdoor.com/job-listing/technical-recruiter-ai-nlp-space-lawboss-JV_KO0,32_KE33,40.htm?jl=1008912308990",Technical Recruiter (AI/NLP space),"Bellevue, WA",,"Coordinate and conduct technical assessments, coding tests, and other relevant evaluations to ensure candidates' technical competencies align with job……",,Easy Apply,,16d
RippleMatch Opportunities4.2 ★,https://media.glassdoor.com/sql/1523626/ripplematch-squareLogo-1653073311068.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-science-analyst-application-via-ripplematch-ripplematch-opportunities-JV_KO0,48_KE49,74.htm?jl=1008855988634","Data Science Analyst, application via RippleMatch","San Francisco, CA",$66K - $96K (Glassdoor est.),"Proficiency in data analysis tools and programming languages such as Python, R, SQL, and others. Bachelor's degree in Data Science, Statistics, Computer Science……",(Glassdoor est.),Easy Apply,data,30d+
plaxonic4.3 ★,https://media.glassdoor.com/sql/851288/plaxonic-technologies-squarelogo-1468207959066.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-plaxonic-JV_KO0,14_KE15,23.htm?jl=1008754726068",Data Scientist,"Tampa, FL",$100K - $120K (Employer est.),"Data mining using state-of-the-art methods. Processing, cleansing, and verifying the integrity of data used for analysis. Data science: 6 years (Preferred).…",(Employer est.),Easy Apply,Data,30d+
Atto Trading,https://media.glassdoor.com/sql/6033898/atto-trading-technologies-squarelogo-1649912130597.png,,"https://www.glassdoor.com/job-listing/quantitative-researcher-data-scientist-atto-trading-JV_KO0,38_KE39,51.htm?jl=1008668447091",Quantitative Researcher (Data Scientist),"Miami Beach, FL",$97K - $161K (Glassdoor est.),"In addition to possessing excellent analytical and technical skills, the successful candidate will be a creative problem solver and a strong team player.…",(Glassdoor est.),,,30d+
Potomac Economics,https://media.glassdoor.com/sql/269898/potomac-economics-squarelogo-1461247218827.png,,"https://www.glassdoor.com/job-listing/data-scientist-%E2%80%93-electricity-markets-analyst-potomac-economics-JV_KO0,44_KE45,62.htm?jl=1008905063031",Data Scientist – Electricity Markets Analyst,"Fairfax, VA",$100K - $140K (Employer est.),"Bachelor’s or Master’s degree in Economics, Data Science, or another relevant field of study. The team uses this monitoring software to evaluate the performance……",(Employer est.),,Data,19d
11:59,,,"https://www.glassdoor.com/job-listing/ai-data-scientist-11-59-JV_KO0,17_KE18,23.htm?jl=1008923601011",AI Data Scientist,California,$95K - $150K (Employer est.),"A bachelor's degree in computer science, engineering, or a related field. Communicate effectively with both technical and non-technical stakeholders,……",(Employer est.),Easy Apply,,9d
Cambium Learning Group4.2 ★,https://media.glassdoor.com/sql/354458/cambium-learning-group-squarelogo-1608580386210.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-scientist-cambium-learning-group-JV_KO0,14_KE15,37.htm?jl=1008872487576",Data Scientist,Remote,,"O Three years’ experience in educational data science OR master’s degree in learning analytics, educational data science, or similar field.…",,,data,30d+
Assetario,,,"https://www.glassdoor.com/job-listing/data-scientist-assetario-JV_KO0,14_KE15,24.htm?jl=1008484893614",Data Scientist,Remote,,"Analyze event-based data from mobile games to architect, engineer, and evaluate ML models that answer questions regarding the future player behavior and their……",,,data,30d+
Independent Software4.6 ★,https://media.glassdoor.com/sql/662703/independent-software-squarelogo-1455137346740.png,4.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-all-levels-independent-software-JV_KO0,25_KE26,46.htm?jl=1008003587374","Data Scientist, All Levels","Fort Meade, MD",$79K - $121K (Glassdoor est.),"Bachelor’s Degree must be in Mathematics, Applied Mathematics Statistics, Applied Statistics, Machine learning, Data Science, Operations Research, or Computer……",(Glassdoor est.),,Data,30d+
Pangiam5 ★,https://media.glassdoor.com/sql/7624493/pangiam-squarelogo-1661167742627.png,5 ★,"https://www.glassdoor.com/job-listing/senior-computer-vision-data-scientist-pangiam-JV_KO0,37_KE38,45.htm?jl=1008931550443",Senior Computer Vision Data Scientist,"Morgantown, WV",$97K - $134K (Glassdoor est.),Strong communication and presentation skills to convey complex technical concepts to non-technical stakeholders.…,(Glassdoor est.),Easy Apply,,5d
The College Board3.7 ★,https://media.glassdoor.com/sql/18437/college-board-squarelogo-1487872693075.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-the-college-board-JV_KO0,14_KE15,32.htm?jl=1008816854198",Data Scientist,Remote,,"We have a passion for data analysis, programming, applying new technologies, and building practical solutions. Experience in data and statistical analysis.…",,,data,30d+
US SBA,,,"https://www.glassdoor.com/job-listing/data-scientist-statistical-analyst-us-sba-JV_KO0,34_KE35,41.htm?jl=1008922282575",Data Scientist (Statistical Analyst),"Citrus Heights, CA",$112K - $146K (Employer est.),"A valid driver's license may be required. A. Degree: Mathematics, statistics, computer science, data science or field directly related to the position.…",(Employer est.),Easy Apply,data,10d
CVS Health3.1 ★,https://media.glassdoor.com/sql/437/cvs-health-squareLogo-1613508257835.png,3.1 ★,"https://www.glassdoor.com/job-listing/lead-data-scientist-care-delivery-cvs-health-JV_KO0,33_KE34,44.htm?jl=1008926405678",Lead Data Scientist - Care Delivery,"New York, NY",$132K - $260K (Employer est.),Collaborates with business partners to develop technical /business approaches and new or enhanced technical tools. Proficient in programming using Python.…,(Employer est.),,,8d
"Ecosystem Planning and Restoration, LLC5 ★",https://media.glassdoor.com/sql/4713817/ecosystem-planning-and-restoration-squarelogo-1643892189176.png,5 ★,"https://www.glassdoor.com/job-listing/data-scientist-ecosystem-planning-and-restoration-llc-JV_KO0,14_KE15,53.htm?jl=1008870284274",Data Scientist,"Cary, NC",$76K - $115K (Glassdoor est.),"Bachelors or master’s degree in a related field, from an accredited university. Our environmental planning services assist federal, state, municipal……",(Glassdoor est.),Easy Apply,,30d+
Centers for Disease Control and Prevention4 ★,https://media.glassdoor.com/sql/14107/cdc-georgia-squarelogo.png,4 ★,"https://www.glassdoor.com/job-listing/data-scientist-centers-for-disease-control-and-prevention-JV_KO0,14_KE15,57.htm?jl=1008909788476",DATA SCIENTIST,"Atlanta, GA",$69K - $178K (Employer est.),"Basic Qualifications: Degree: Mathematics, statistics, computer science, data science or field directly related to the position. 10/5/2023 12:00:00 AM.…",(Employer est.),,data,17d
Lukos4.8 ★,https://media.glassdoor.com/sql/486211/lukos-squarelogo-1497445200546.png,4.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-lukos-JV_KO0,14_KE15,20.htm?jl=1008924974330",Data Scientist,"Macdill AFB, FL",$64K - $105K (Glassdoor est.),Develop tools and reports that assist users with access and data analysis. Create data management tools to support statistical/predictive analysis and cutting……,(Glassdoor est.),Easy Apply,data,9d
SentiLink5 ★,https://media.glassdoor.com/sql/5670419/sentilink-squarelogo-1646138703160.png,5 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-sentilink-JV_KO0,21_KE22,31.htm?jl=1008892714497",Senior Data Scientist,Remote,$160K - $190K (Employer est.),"You will work with teams across the company to research new types of fraud, develop new products, and provide analysis to drive sales and marketing.…",(Employer est.),,,25d
Thoucentric4.2 ★,https://media.glassdoor.com/sql/1845986/thoucentric-squareLogo-1629791865317.png,4.2 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-thoucentric-JV_KO0,21_KE22,33.htm?jl=1008936960938",Senior Data Scientist,"Austin, TX",$102K - $154K (Glassdoor est.),"As the Consulting business of Xoriant, We help clients with Business Consulting, Program & Project Management, Digital Transformation, Product Management,……",(Glassdoor est.),,,2d
Zynga4.4 ★,https://media.glassdoor.com/sql/243552/zynga-squareLogo-1626208801418.png,4.4 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-applied-ai-zynga-JV_KO0,32_KE33,38.htm?jl=1008724983888",Senior Data Scientist - Applied AI,Remote,$70K - $125K (Employer est.),Financial wellness program with unlimited access to certified financial planners. Zynga’s Applied AI group focuses on developing innovative ways to tackle……,(Employer est.),,,30d+
Zel Technologies3.8 ★,https://media.glassdoor.com/sql/384717/zel-technologies-squarelogo-1431955967123.png,3.8 ★,"https://www.glassdoor.com/job-listing/bioinformatics-data-scientist-zel-technologies-JV_KO0,29_KE30,46.htm?jl=1008704154626",Bioinformatics Data Scientist,"Charlottesville, VA",$75K - $110K (Glassdoor est.),"Bachelor’s degree in bioinformatics, computational / quantitative biology, computer science, engineering, statistics, applied mathematics or related……",(Glassdoor est.),Easy Apply,,30d+
Sibylline3.7 ★,https://media.glassdoor.com/sql/2249860/sibylline-squarelogo-1551150254749.png,3.7 ★,"https://www.glassdoor.com/job-listing/embedded-bi-data-scientist-sibu510-sibylline-JV_KO0,34_KE35,44.htm?jl=1008445584160",Embedded BI Data Scientist SIBU510,Remote,$100K - $115K (Employer est.),Use internal data analytics tools to develop data dashboards that can be accessed by corporate security partners and senior stakeholders on demand;…,(Employer est.),Easy Apply,data,30d+
IBM3.9 ★,https://media.glassdoor.com/sql/354/ibm-squareLogo-1680100245029.png,3.9 ★,"https://www.glassdoor.com/job-listing/entry-level-associate-data-scientist-commercial-ibm-JV_KO0,47_KE48,51.htm?jl=1008851309681",Entry Level - Associate Data Scientist - Commercial,"Atlanta, GA",$93K - $121K (Employer est.),"You have strong technical and analytical abilities, a knack for driving impact and growth, and some experience with programming/scripting in a language such as……",(Employer est.),,,30d+
NW Recruits,,,"https://www.glassdoor.com/job-listing/data-scientist-nw-recruits-JV_KO0,14_KE15,26.htm?jl=1008910139426",Data Scientist,"Hanover, MD",$149K - $181K (Employer est.),Directs a team of engineers and/or scientists to implement solutions to complex AI technical problems. Develops and executes cutting-edge research programs to……,(Employer est.),Easy Apply,scientists,17d
Alimentiv4.1 ★,https://media.glassdoor.com/sql/1272830/alimentiv-squareLogo-1621471997598.png,4.1 ★,"https://www.glassdoor.com/job-listing/statistical-programmer-alimentiv-JV_KO0,22_KE23,32.htm?jl=1008937481535",Statistical Programmer,"San Diego, CA",$72K - $119K (Employer est.),"Provide data analysis support, develop programs using SAS or other data analysis programming tools, to generate and validate datasets, tables, listings and……",(Employer est.),,data,2d
"The Kenjya-Trusant Group, LLC3.7 ★",https://media.glassdoor.com/sql/825806/kenjya-trusant-group-squarelogo-1588168193799.png,3.7 ★,"https://www.glassdoor.com/job-listing/-pmss-data-scientist-i-the-kenjya-trusant-group-llc-JV_KO0,22_KE23,51.htm?jl=1008815776159",(PMSS) Data Scientist I,"Washington, DC",$89K - $129K (Glassdoor est.),"A bachelor’s degree in engineering, analytics/data science, mathematics, or business field is preferred. Working with the Department of Defense, Department of……",(Glassdoor est.),Easy Apply,,30d+
Faire4.7 ★,https://media.glassdoor.com/sql/1869758/faire-squareLogo-1625074432906.png,4.7 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-shipping-optimization-faire-JV_KO0,43_KE44,49.htm?jl=1008870713425",Senior Data Scientist - Shipping Optimization,Remote,$156K - $215K (Employer est.),"With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e……",(Employer est.),,,30d+
"Terracon Consultants, Inc.3.8 ★",https://media.glassdoor.com/sql/32835/terracon-squareLogo-1678821397693.png,3.8 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-terracon-consultants-inc-JV_KO0,21_KE22,46.htm?jl=1008936713433",Senior Data Scientist,"Olathe, KS",$101K - $149K (Glassdoor est.),"Valid driver’s license with acceptable violation history. Bachelor’s degree in statistics, mathematics, economics, computer science, or related technical……",(Glassdoor est.),,,2d
Object Technology Solutions Inc4.4 ★,https://media.glassdoor.com/sql/152709/object-technology-solutions-squarelogo-1456416195041.png,4.4 ★,"https://www.glassdoor.com/job-listing/data-scientist-object-technology-solutions-inc-JV_KO0,14_KE15,46.htm?jl=1008881976853",Data Scientist,"Coppell, TX",$76K - $108K (Glassdoor est.),"Efficiently apply data mining methodologies to minimize credit/fraud losses, maximize response and approval rates, and develop methods to enhance profitability……",(Glassdoor est.),Easy Apply,data,30d+
Millennial Software5 ★,https://media.glassdoor.com/sql/8113263/millennial-software-squareLogo-1682522759057.png,5 ★,"https://www.glassdoor.com/job-listing/machine-learning-data-scientist-ts-sci-with-poly-100k-200k-15-401k-millennial-software-JV_KO0,66_KE67,86.htm?jl=1008841021673",Machine Learning Data Scientist TS/SCI with Poly $100K- $200k + 15% 401k,"McLean, VA",$100K - $200K (Employer est.),"Work will include high technical skill in programming, primarily python, and common data engineering tools, as well as high levels of collaboration,……",(Employer est.),Easy Apply,data,30d+
Starbucks3.7 ★,https://media.glassdoor.com/sql/2202/starbucks-squarelogo.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-multiple-openings-starbucks-JV_KO0,32_KE33,42.htm?jl=1008864812174",data scientist - multiple openings,United States,$116K - $157K (Employer est.),Assist technical and non-technical end users in how to leverage and interpret the analysis. Proficient in communicating effectively with both technical and……,(Employer est.),,,30d+
Brooksource4 ★,https://media.glassdoor.com/sql/227518/brooksource-squarelogo.png,4 ★,"https://www.glassdoor.com/job-listing/data-scientist-brooksource-JV_KO0,14_KE15,26.htm?jl=1008909820181",Data Scientist,Remote,$35.00 - $40.00 Per Hour (Employer est.),"Three years total experience in data science or related field required, with experience analyzing real-world (noisy/imperfect/incomplete) datasets and……",(Employer est.),Easy Apply,data,17d
Best Buy3.6 ★,https://media.glassdoor.com/sql/97/best-buy-squareLogo-1650652693751.png,3.6 ★,"https://www.glassdoor.com/job-listing/decision-scientist-%E2%80%93-supply-chain-strategy-hybrid-best-buy-JV_KO0,49_KE50,58.htm?jl=1008925434183",Decision Scientist – Supply Chain Strategy - Hybrid,"Richfield, MN",,"Bachelor’s Degree from accredited college/university preferably in mathematics, statistics, economics, computer science, or related STEM field.…",,,,9d
GloComms4.1 ★,https://media.glassdoor.com/sql/2956365/glocomms-squarelogo-1575967797477.png,4.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-glocomms-JV_KO0,14_KE15,23.htm?jl=1008932785986",Data Scientist,Texas,,STEM Degree holder with 2+ years of Data Science work experience (background in energy or manufacturing preferred).…,,Easy Apply,Data,4d
CyberCoders4 ★,https://media.glassdoor.com/sql/245479/cybercoders-squarelogo-1579201407296.png,4 ★,"https://www.glassdoor.com/job-listing/deep-learning-data-scientist-cybercoders-JV_KO0,28_KE29,40.htm?jl=1008938589915",Deep Learning- Data Scientist,"Glendale, CA",$150K - $220K (Employer est.),"Work with state of the art technologies in AI and Computer Vision. Bachelor degree in Computer Science, Machine Learning, Computer Vision, or a related field.…",(Employer est.),Easy Apply,,1d
GTA (Global Technology Associates)4.6 ★,https://media.glassdoor.com/sql/2794874/global-technology-associates-gta-squarelogo-1634631188214.png,4.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-gta-global-technology-associates-JV_KO0,14_KE15,47.htm?jl=1008924701200",Data Scientist,"Reston, VA",$83K - $120K (Glassdoor est.),"Bachelor’s Degree in computer science, Information Systems, or another related field. Experience in systems analysis, design and a solid understanding of……",(Glassdoor est.),Easy Apply,,9d
"CGI Group, Inc.3.9 ★",https://media.glassdoor.com/sql/8452/cgi-squarelogo-1451998175252.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-analyst-entry-level-cgi-group-inc-JV_KO0,24_KE25,38.htm?jl=1008856179188",Data Analyst -- Entry Level,"Charlotte, NC",$52K - $92K (Employer est.),"Bachelor's degree in a relevant field that focuses on Management Information Systems, Data Science, Computer Science, Information Technology, Information……",(Employer est.),,Data,30d+
