Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,"Communication and influence: You won’t simply present data, but tell data-driven stories.",data,A minimum of 2 years of work experience in analytics (minimum of 1…,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=26cf0f063831172f&fccid=c1099851e9794854&vjs=3,Apple,"Austin, TX",Full-time,Full-time,Build data visualization/dashboards to provide data insights for decision making.,data,Identify meaningful insights from large data sources.,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=26cf0f063831172f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_nyQmqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 10 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=3876c440eeabc650&fccid=bb0aec68dcf6568e&vjs=3,Kickstarter.com,Remote,"$110,000 - $130,000 a year",,You have 2-5 years of professional experience in data analytics for a technical product.,data,Democratizing data access across the organization and providing tools…,"Posted
Posted 13 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Decision Scientist,https://www.indeed.com/rc/clk?jk=c3b74f819d32b9f3&fccid=4ed80f3a97849f22&vjs=3,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",,,"The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for…",,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=b502389675ac9ca2&fccid=d9162e48c444e6e3&vjs=3,Colgate-Palmolive,"Piscataway, NJ 08854","$112,000 - $164,850 a year",,Deploy machine learning models into production and manage their performance.,,Implement machine learning and deep learning models.,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=c3240ddcdff8a59a&fccid=194eef4c168b8cc5&vjs=3,Epic Games,"Cary, NC","$141,296 - $207,235 a year",,Work with creator ecosystem teams and key stakeholders from the metaverse economy team and analytics teams to ensure available game data is applied for its best…,data,,"Posted
Posted 2 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd394ejk6pf801&jk=c3240ddcdff8a59a&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-U_g-qECIKCW5vcm10aXRsZRoVc2VuaW9yIGRhdGEgc2NpZW50aXN0,View all 2 available locations,,,,,,,,,,,,,
"Decision Scientist, Locations",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3euUoOlcFOg58Q6nmuUh0Lnp17JpRiT8Tdiqcy7-gI7p08M3fEFGBh_VX8po1S8379XuDb0hU4UL44HwgrCcwtt8drpcwAFx5VKeLVORrxbDZzqmfqr-_UNfwJee8Aql_sni2zee_jWGZzuiUVyWDaJolubtVl1CPUsFFrtqiIB89HdNAFfsYT3eGTpvIbq4KdTggfLijJxq1aTg-azrEYic5fgxlrwX8d3On4Ee6Ev6l-xzlsOc_Qf7J5W1mhH2miK93QDi_Te-uUgvhVT-ETqkYo0sC3XNp0AxTfslqL5d4BpLQYr2-_V5ABf1QiUudTD-2WnBqJ1sm8-kOSZgQBUTkEi4NiFUFvr0_EEsigIZVBdXCgPiCvdhKnMRDXKTPKggXE9RgR07VRyzB3lhuxzcL98apVAvwtAU66tewixPa36l97JvUPChkzDoEllC5Mb85a0ce4AsmQW2xvZEZgZeDDpAjZgFgx5N5lL6cvGFcL3h09Uajm9afLqiNNyosRsa_zzMvLO-epKpt970IEu6TTGikTwftPbEuD921p3LX-fe7zhz1q5Xh7mdpP5HvEW2_Ev_CTOqRHsFpFEOkLW4coHNO05AXuktWN3vduQ==&xkcb=SoDC-_M3JtOrT3xyp50FbzkdCdPP&p=14&fvj=0&vjs=3,Best Buy,"Richfield, MN 55423",Full-time,Full-time,"Lead research and analytics to develop insights on market optimization, growth opportunity, penetration assessment and new concept sizing.",,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJJXKSOzpiTO3fFQVzUkRvOzvuWc2TSZZznaUJxcAlmuYbk7OLl0WV6O_vNOrhcs489K1Saa940ogk1GUgen66JJcaGP0rwbEAYjhMM9nhyni6sPWmMpThOv5ZuhFbze5YtjIeMly-jUNcfFLEH74H64K89vOzS-I5KfGpIA5eedU4jOlkt4aT2a1aWYmVpdoCLNNHheXS4vv4k-3t5GUk03Nt6BRdLuQ8h9b1AST6U0nNEEBWq2mOthgzD5neQ7-KEnRhAAF-nMcdRjBzIvrn8XJZ0hi_-BqF5VOHOTp6gqiu1LN4XcKz-yz8SvfgZD8XvTJWeDamLHG3T8wA61BrDcqbNN28TVBgK53Q8DrPgZJ_mgrZjHVBBzgsKp3iGkMhd1RlGjzl4SZNSko2x5UbImkVvaEsOgFEm45HMRyjGt9jSAiCyRKJXK4vIonzDE6DayCQoDSMcf8Ke6dxYa7ZFA==&xkcb=SoAs-_M3JtOq8hWeCZ0LbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2","A wide range of technical expertise finds a natural fit at NSA including, but not limited to, fields of algebra, combinatorics, Fourier analysis, operations…",,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
Senior Predictive Modeler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavn0wq9_zWiOvv1ODTalxjQ0BhS756ICL3GwctoM4dEzsFQ53_ss5KTVYm5KUjs9W8DBVuiXgbrrdruopdT9Y-dRwqrJooVBx8G--A_SbhESxJbAUSuvBTUflLPfPDxHe50uhPf2UYFQ-2RnY3QP74KdJRK_tOhWJTW_sboBnNNkid8rI8cFy127yYwkJTxDcuuS3zL4ah21buKoNpOT9IiwBGITpHyad4iyta2o2JUokVTUPLBcVabUcm9PALeh_kJn5mZ4vV_5i8_tpwh0GdqztTGzMT_R_EHLFNEJIybRU_emalvHrpk2dFFuF2nLkyXoOf6hRow7b2jx5LqS0oAUrdNkVbwhG_nPbHKlsTyZNhneeZhEFSVlG5ik14t4Ixk9v1y4IPEhZmiTVXqZXnhUFVBbQfntoyM16kgn5kyrOSyIpJ3Ds1cPYJNirtbf6V9_XC9VS9a2_1pl1MBnylDA==&xkcb=SoCY-_M3JtOq8hWeCZ0KbzkdCdPP&p=1&fvj=1&vjs=3,Sitewise Analytics,"Dallas, TX","From $90,000 a year",Full-time,"Using a dynamic mix of machine learning approaches blended with classical statistical techniques and spatial analytics, the members of the team develop…",,,"Employer
Active 3 days ago",,,,,,,,,,,,,,,,
Entry Level - Associate Data Scientist - Commercial,https://www.indeed.com/rc/clk?jk=10a0d9d6df49cc76&fccid=de71a49b535e21cb&vjs=3,IBM,"Atlanta, GA 30301 
(Buckhead area)","$93,000 - $121,000 a year",Full-time,"You’ll use a variety of data (structured, unstructured, IoT streaming), analytics, AI tools, and programming languages often using a cloud infrastructure to…",data,,"Posted
Posted 30+ days ago",(Buckhead area),https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=10a0d9d6df49cc76&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_oO6oQJwoJbm9ybXRpdGxlGhplbnRyeSBsZXZlbCBkYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIGK4blz414nt8F716FAdVccirRYk9P-PxxEHrJkVZaqDwieCw7mSmSxX17e0oEKDkUYn2r2B9mA6jrX7AMimKuhW_37pWQnTjP2u0kbv0KsI1_nKO0fmur4Yw7rsfFLmZhqKJYQ6l7BBviG2enFf3wBvbrtwQAsIcV-zDFG4GiXyDhcPuNiRtx6AeG2KlQTT8MkW5HauhdEgrQvGzB7tmBBmfwkAKDA_lGVgZ4D_uryMdn7R_Hc0u_z-BjFVE-HYpVhlukO9zz_LNHWLzHsLOXygia3F32HzAlGBO0g8D7zp7e71k6JwqAuOovY0VEYi-kYmrgcHcBGNEC7zeL2qfql1meCtvGBZv9V1E-7p-jxZy631gU0tkBAeQek_yuqVVFGIpzHkHeOnp2QB9FzX3YTB2sRcbTAVCAXdwmuC5TwUsVC4iLVfjiQy2Yf_ybDYgD1L7bwa-BDS7rY0uWV7Vcd1BI2Wj3qpGGbk2OM8bzVmX9k9uCQgzhB0SRBzcdbdxKrPYhqsOqU8TalFOByugL_eXyV93zZaPUhm5IdIWITMiTKZoFmZF-1ymuOXQhy2o7RMbTQ_dYAquF2yw9IwEUZE6k8JRSJfMBmpPB31WnC2kXWudccISSGP5Gsl57vx_a5J8_PgoRbrvrshOcTZeHRvpIPJS8uYWAr-3DRmdy22OqIkpD8uAcclgAff4KAxXNX8fbfV6oxqPtOgIDe5XQdby4BYjbgAsXn7_uatVGt2h7lDxkDC_TkhyPucqFQrL1fubpleMbrfelKuiGhvrOU4wDW_6fCnIMD8NaED_w4Li0xwhBnhF1Iv6d2MQvOI9Y6UkJ6c7M098u483qRKLsPwzOWwoIdaCG50ZvyHQ8i7rP_yBXjMoUOLaz_AtEFufj_h979X9tTP823m1qJyILgtArM55UGqwYKOtQcLAnlRynWEGdsqiSLikm7SRR2mJx7mbx6bB8MQUDqHReT8WULz69Z5ip0WxJwHpqqSp-N16eL0y9RsCXHCsCatmKyTcqd_fFw2GOigHspfuP6rezHmatgN-GkNXA_O7Peq7iab4OTSH8jxflh9r1sQ_IVKL0ie-640awqGZ5AfEzU9Ou&xkcb=SoCx-_M3JtOq8hWeCZ0IbzkdCdPP&p=3&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,The Data Science team builds the end-to-end systems and tools that democratizes machine learning to meet the needs of business by partnering with key internal…,Data,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,"You'll partner closely with a product, engineering, and marketing pillar at every step of the development process, driving forward data science and analytics…",data,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,"Your primary focus will be to develop and maintain a robust data architecture to advance our reporting, analytics, and experimentation capabilities, and on a…",data,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,"Comprehensive health benefits including medical, dental, vision, life, and disability, as well as a Life Solutions Plan covering mental health benefits.",,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=5ea44f656f2bf465&fccid=1f46884a3fc52544&vjs=3,Kyla,"Remote in San Jose, CA",Full-time,Full-time,"— Collaborate with data scientists, medical doctors, nurses and software engineers.",data,— Intermediate or higher English level — you will have to read a lot of…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,"3+ years of experience, with specific focus on data science and machine learning.",data,3+ years of SQL experience for data manipulation/data engineering.,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=190a082079ea8382&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Atlanta, GA","$69,107 - $177,978 a year",Full-time,"As a DATA SCIENTIST, you will: Consult and collaborate with statistical, data science, artificial intelligence and public health professionals in the collection…",DATA,,"Posted
Posted 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=190a082079ea8382&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_PwQGqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
"Data Scientist V Data Science (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=46a6a9e008511364&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"Remote in Downey, CA","$155,000 - $200,640 a year",Full-time,Conducts or oversees business-specific projects by applying deep expertise in subject area; promoting adherence to all procedures and policies; developing work…,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=46a6a9e008511364&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_2TKoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 3 available locations,,,,,,,,,,,,,
College Graduate - Data Science (BS/MS),https://www.indeed.com/rc/clk?jk=3c21a0e654ace006&fccid=936367796261bd6e&vjs=3,INTEL,"Santa Clara, CA","$105,930 - $158,890 a year",Full-time,"It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation.",,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd3993hiroj800&jk=3c21a0e654ace006&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_7Y6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 20 available locations,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf3Z5nNOiGTs1KBR4o2H9G_G2vAhgOCUqj6LfI5SQ1f-h2Fj6p82cGixzt_dBCRA5iODKRipNuEQQ5UYhkiVw8JrOF_aNojXOwTb5mOIUVgPIaIp-Y7pBuzXrycDfvQbr6O508GrVIn2g2cXsItprmfUO4NVKf9ybgq5-8niYSRYkGsndWlt5r_hBF__3lXkXGRwXYtxO8baKEUE2MA-sCp5UmxXL6nBgBcjYkDRj_igKj4qfVkF0BI8B6pc9uGWyrct5hH5ggSclubb36eksWb_8-g5N5IWv_V5rwI_Y8FF6NRyiNBWaF9wTS5j56ggUwgvjafWoaeG5CGw9h3ViSvDWa9XeM8z4UZ8hLDe5Dl-drCEVGcJgegdhr2_52MyzhCfPj8CuGPcEjdR0unU9Hz4DuPP-yBzp7zQgsSlswIkA4LVrX9pigGzz4WAvfwij8DOSlDvVmoq0ItmikZUgOX-uwtZtXw1aWLCB37utQRF30TD7cHcrg8nXRoXjvRhbsY2lI7gLF2Fo8TVVrYD8rP-_Tk1ZVMsg35zCc8EroxndltKz6eJ8Mzeb5lB-zuF4qukViUKxaZ-Z0j44nrOK-un&xkcb=SoBx-_M3JtOq8hWeCZ0FbzkdCdPP&p=14&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,"Data Preprocessing: Collect, clean, and preprocess data for training and testing machine learning models.",data,Model Training: Train and fine-tune machine learning…,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfUEVrCkUcUvYkaqaQqQ4KG5_TQBvz1oR33pkfr9ubYgwx2u-0l-BfYDz--nCzoVP35cPIFb5Il-B9gGtxFg2Ty9J83FQ50o6QexoSOeXqZ9EXUdu57bLrGpUfaf4UVelIDlJXwvFXfGbb9uFQCYBipyjo-OJbWl4B8Ka_kZfEurTLKNhm3sBBTSbxZ02I_CAkyaRT5ABcJslnzoMpXBhprKFR3zGifFjd12hpcBkFHrlMSSrSAjaKx6YniLurSmsdfK3XabpnCFUeh5ydbhvsKGBIS4Wwi9xFct49sA72EXaRouQCIYV-UMlV7cVtgy4ah_CzbXFhup6letQv9K6wbZxbObr_yRYotidyokZIMszmkatE7BWRXmVC0gnuWJZJX8bKswMnKq71bhHhDGPmKryq1rCbdisH7_Iz2qguH24KjteqnBmoOgBUbCYfaZ31KXXhTRNPP-iZVEvl7INV738YPUSqZknnpIPoo1EDsAr4RH5WFkNOVxEPjCjLuJDEFo7F28_r0fpXICwgfQYszi1HaPUJZpV8=&xkcb=SoBc-_M3JtOqD52as50JbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $183,500 a year",Full-time,"Relevant experience must be in one or more of the following (for Entry level) but in two or more for Full Performance, Senior, and Expert levels: designing…",,,"Posted
Posted 21 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,"Communication and influence: You won’t simply present data, but tell data-driven stories.",data,A minimum of 2 years of work experience in analytics (minimum of 1…,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd39dauk7hk800&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
